#Pos	Phred	prob	A->C	A->G	A->T	A->N	C->A	C->G	C->T	C->N	G->A	G->C	G->T	G->N	T->A	T->C	T->G	T->N
125	K	0.6331018582190105	80875	78178	74732	0	67843	77355	68279	0	72416	82990	68906	0	75299	80429	72612	0
125	<	0.04379430501789511	6765	6806	6949	0	6920	6760	6664	0	6930	6616	6574	0	6912	6497	6631	0
125	(	0.009457933933320978	9537	6227	823	0	1195	5653	1044	0	1117	7328	1114	0	834	8848	7625	0
125	A	0.08300969372782556	11668	11753	11140	0	11580	12109	10727	0	11893	12345	10768	0	12062	11616	11448	0
125	F	0.12699824890312209	16272	16496	15959	0	16462	16740	15309	0	17291	16957	14804	0	17872	16273	15979	0
125	,	0.06698680635478767	24658	19091	17734	0	20049	17461	17394	0	19177	18724	19079	0	19130	20886	22695	0
125	7	0.03663559865565233	6672	6056	6420	0	6721	6005	6472	0	6893	5969	6605	0	6683	6140	6373	0
125	#	1.5555188385661684e-05	0	0	0	32	0	0	0	44	0	0	0	41	0	0	0	47
126	K	0.6300683630515203	77215	84776	76243	0	70646	81881	70475	0	78239	79924	71492	0	81973	77798	79645	0
126	F	0.12659767457518467	15804	17007	16061	0	17079	17204	15202	0	17844	16812	14949	0	18231	16031	16289	0
126	,	0.0680761903316874	24305	19358	17779	0	20411	17407	17145	0	19443	18787	19437	0	19421	20850	23613	0
126	(	0.009563525291673819	9406	6338	847	0	1116	5708	1095	0	1108	7517	1168	0	910	8882	7809	0
126	<	0.04553231479435609	6745	7131	6952	0	7248	6892	6938	0	7535	6762	6904	0	7410	6503	6927	0
126	A	0.08311113049860742	11355	12015	11422	0	11577	12157	10917	0	12097	12125	10552	0	12473	11444	11782	0
126	7	0.03702206792303965	6591	6063	6503	0	6775	5845	6398	0	6904	5974	6469	0	6804	6147	6686	0
126	#	2.8733533930700028e-05	0	0	0	82	0	0	0	76	0	0	0	64	0	0	0	81
127	K	0.5950703908169309	74693	84145	90818	0	78015	79654	81367	0	99361	78757	89894	0	107149	75493	79232	0
127	<	0.05222539587989635	7229	7454	7645	0	7714	7311	7513	0	8328	7196	7511	0	8257	6752	7475	0
127	7	0.04536187520214644	7369	6594	7339	0	7679	6264	7184	0	8091	6525	7631	0	7877	6947	7301	0
127	,	0.08279804528478577	28578	22332	20082	0	22550	18491	20238	0	22389	20904	22376	0	22150	25539	27665	0
127	(	0.011929425514861243	13086	9159	892	0	1129	6365	1140	0	1148	8626	1169	0	896	12922	11059	0
127	F	0.12361790147741493	15815	16837	16054	0	16882	16777	15281	0	18766	17100	14995	0	19983	16096	15957	0
127	A	0.08898549248728758	11770	12299	11768	0	12002	12204	11250	0	13281	12293	11211	0	13314	11694	11814	0
127	#	1.1473336676720533e-05	0	0	0	29	0	0	0	23	0	0	0	34	0	0	0	35
128	K	0.5929990502646978	46738	47648	42753	0	37783	47124	37872	0	41660	49125	39654	0	43051	45200	44233	0
128	A	0.08919043351958261	7127	7758	7175	0	7273	7917	6841	0	7598	7985	6793	0	7764	7210	7637	0
128	<	0.05286847076139189	4476	4852	4700	0	4592	4875	4625	0	4911	4522	4633	0	4923	4409	4701	0
128	7	0.042695362965764504	4186	3833	4510	0	4526	3862	4462	0	4638	3881	4443	0	4473	3976	4115	0
128	F	0.12840854290448867	9980	10645	10155	0	10239	10984	9361	0	10589	10740	9253	0	10594	9862	10127	0
128	,	0.08169811982298941	14543	12372	11481	0	13056	11231	11488	0	12088	11690	12174	0	12488	13782	14619	0
128	(	0.012094994988838646	5927	4235	529	0	708	3882	700	0	683	4560	755	0	550	5983	4950	0
128	#	4.502477224650047e-05	0	0	0	50	0	0	0	61	0	0	0	60	0	0	0	64
129	A	0.08795727480379255	7076	7458	7091	0	7164	8097	6726	0	7542	7639	6622	0	7559	7347	7521	0
129	K	0.5915162396802466	46058	47041	43407	0	39150	46959	38641	0	43127	49886	39739	0	44413	46385	44332	0
129	,	0.08289467838523913	14301	12451	11513	0	13132	11601	11955	0	12161	11627	12074	0	12491	13528	15012	0
129	7	0.042795858464074465	4059	4009	4481	0	4517	4078	4460	0	4505	3916	4451	0	4563	3907	4212	0
129	<	0.054886189722605644	4540	4932	4846	0	5014	5074	4924	0	4906	4607	4756	0	5124	4405	4772	0
129	F	0.12773533786899485	9895	10451	9690	0	10416	10766	9134	0	10455	10781	8957	0	10975	10286	10099	0
129	(	0.012198335358091039	5659	4021	596	0	739	3972	683	0	704	4639	745	0	523	5771	5040	0
129	#	1.6085716955724447e-05	0	0	0	26	0	0	0	20	0	0	0	17	0	0	0	21
130	F	0.1271930941065976	9711	10460	9737	0	10121	11023	9231	0	10755	10825	9011	0	10999	9982	10240	0
130	<	0.056353175788796124	4449	4885	5017	0	4938	5234	4878	0	5162	4796	4703	0	5191	4626	4923	0
130	,	0.08517909084244864	14754	13303	12036	0	13549	12132	11986	0	12541	11753	12547	0	12984	13592	15502	0
130	K	0.5879914382601362	45812	48078	45038	0	39455	48827	38912	0	42318	48663	40314	0	44532	45435	45296	0
130	7	0.042953398311347445	3996	4157	4304	0	4422	4032	4423	0	4632	3737	4410	0	4529	3861	4142	0
130	(	0.012460956632601793	5799	4274	570	0	749	3985	791	0	767	4739	787	0	616	5669	5130	0
130	A	0.08785047158282132	7210	7715	6959	0	7219	7837	6759	0	7570	7639	6550	0	7750	7192	7484	0
130	#	1.837447525082594e-05	0	0	0	25	0	0	0	21	0	0	0	15	0	0	0	35
131	K	0.585061333326191	46679	47633	44346	0	40686	48914	38984	0	43532	49156	40915	0	45973	46390	44633	0
131	7	0.04356819364032743	4146	3888	4448	0	4620	4002	4537	0	4666	3862	4405	0	4627	3849	4110	0
131	,	0.08746754649285941	15329	13191	12205	0	13817	12168	12138	0	12597	12061	12866	0	13343	14136	15641	0
131	A	0.08799766906768255	7045	7517	7011	0	7314	7866	6654	0	7546	7623	6728	0	7886	7251	7465	0
131	F	0.1255793612242981	9601	10098	9826	0	10240	10810	9103	0	10563	10420	8830	0	11097	9928	9892	0
131	(	0.01270821085448451	6052	4343	598	0	708	4129	775	0	732	4696	777	0	583	5923	5400	0
131	<	0.0575790405871868	4857	5045	5015	0	5219	5332	5000	0	5319	4759	4865	0	5312	4715	5126	0
131	#	3.864480697014574e-05	0	0	0	53	0	0	0	39	0	0	0	56	0	0	0	54
132	K	0.5844479171805972	47783	48644	46581	0	39811	49149	40478	0	43315	50606	41880	0	45980	46619	45255	0
132	7	0.043495829083247374	4122	3953	4507	0	4595	4100	4436	0	4660	3828	4383	0	4530	4016	4143	0
132	A	0.08738214975371493	7268	7747	7129	0	6941	7884	6649	0	7322	7783	6481	0	7646	7068	7504	0
132	,	0.08895941449974433	15769	13402	12342	0	13896	12342	12112	0	12772	12416	12534	0	13479	14510	15915	0
132	<	0.05910879952330195	4758	5263	5141	0	5229	5322	5087	0	5294	4982	5064	0	5479	4731	5230	0
132	F	0.12372100619087886	9864	10370	9675	0	10068	10584	9022	0	10212	10841	8828	0	10784	10080	9926	0
132	(	0.012857920343540807	6082	4308	627	0	750	4177	748	0	739	4868	819	0	617	6228	5334	0
132	#	2.6963424974556853e-05	0	0	0	31	0	0	0	42	0	0	0	40	0	0	0	28
133	K	0.5794206042562762	48351	49251	45739	0	40497	49347	39190	0	43712	51409	41469	0	46827	47771	45895	0
133	A	0.08795446009425584	7137	7984	7084	0	7312	7882	6747	0	7496	7864	6605	0	7568	7155	7542	0
133	<	0.060419890567761016	4882	5571	5336	0	5187	5490	5200	0	5407	5085	5103	0	5553	4921	5170	0
133	F	0.12398024008389856	9865	10488	9753	0	10064	10472	9007	0	10467	10546	8982	0	10971	10012	9820	0
133	,	0.09104156451537643	16414	14100	12686	0	13931	12186	11981	0	13246	12588	12922	0	13800	14949	16418	0
133	7	0.04404253675342865	4400	4128	4606	0	4667	3889	4483	0	4573	3846	4373	0	4574	3837	4044	0
133	(	0.013085245618235545	6405	4677	653	0	746	4048	691	0	764	4989	816	0	591	6386	5583	0
133	#	5.545811076782328e-05	0	0	0	80	0	0	0	62	0	0	0	73	0	0	0	75
134	K	0.5767988411444196	48122	50128	47331	0	39765	50220	40621	0	43389	50451	43110	0	47401	47497	47058	0
134	,	0.09296975475630849	16641	13770	13397	0	13887	12518	13022	0	13229	12450	14040	0	14142	14751	16865	0
134	7	0.044241773853416544	4240	3961	4510	0	4455	3904	4463	0	4519	3877	4609	0	4583	3875	4176	0
134	A	0.08741059699872003	7146	7775	7074	0	7153	8047	6773	0	7168	7841	6579	0	7561	7277	7470	0
134	<	0.0619793904768313	5176	5380	5512	0	5334	5449	5514	0	5434	5204	5320	0	5594	5078	5395	0
134	F	0.12317753214837877	10233	10583	9714	0	9691	10904	8713	0	10106	11034	8813	0	10442	10272	10119	0
134	(	0.013374321974672781	6309	4744	600	0	778	4176	830	0	776	5029	820	0	630	6421	5963	0
134	#	4.778864725249686e-05	0	0	0	69	0	0	0	60	0	0	0	64	0	0	0	57
135	K	0.5734750753477346	48809	50577	47715	0	40901	50492	40027	0	44579	51623	42310	0	47872	48127	45911	0
135	<	0.06321509652573096	5067	5588	5521	0	5449	5713	5333	0	5698	5469	5099	0	5828	5160	5476	0
135	,	0.09428583875298209	16791	14562	12527	0	14632	13167	12778	0	13644	12927	13357	0	14102	14859	16629	0
135	A	0.08862869224916665	7130	7960	7017	0	7223	8221	6650	0	7483	7788	6515	0	7796	7248	7757	0
135	F	0.12295924859765514	10116	10472	9525	0	9842	10858	8824	0	10279	11060	8549	0	11015	10087	9812	0
135	(	0.013302548429094792	6332	4621	588	0	792	4203	794	0	784	5188	793	0	592	6333	5525	0
135	7	0.04411038084854905	4282	4025	4387	0	4499	3886	4305	0	4607	3934	4281	0	4558	3899	4121	0
135	#	2.311924908678966e-05	0	0	0	32	0	0	0	29	0	0	0	29	0	0	0	31
136	K	0.5712774232096645	49011	48854	48738	0	43189	49456	41528	0	46526	50698	43672	0	49833	47623	45609	0
136	A	0.08856456072818349	7202	7804	7069	0	7530	8029	6526	0	7729	7753	6531	0	8119	7149	7658	0
136	,	0.0960080715713968	17076	14429	12654	0	15017	13153	13000	0	13730	13138	13302	0	14676	15576	17529	0
136	F	0.12212950730865356	10077	10373	9561	0	10083	10656	8635	0	10478	10911	8500	0	11272	10201	9713	0
136	(	0.013644462714062063	6473	4727	583	0	864	4363	794	0	749	5147	806	0	651	6508	5792	0
136	<	0.06380487793696625	5340	5503	5491	0	5638	5734	5250	0	5762	5460	5299	0	6199	5178	5742	0
136	7	0.044546455469207845	4276	4012	4482	0	4537	3932	4331	0	4620	3910	4234	0	4647	3969	4413	0
136	#	2.464106186549266e-05	0	0	0	38	0	0	0	30	0	0	0	27	0	0	0	34
137	K	0.5667447749564579	49113	49693	49351	0	41363	50134	41439	0	45219	51877	44097	0	48907	48075	46340	0
137	7	0.04448238457542702	4171	4086	4346	0	4294	4090	4321	0	4537	3933	4250	0	4590	3930	4271	0
137	,	0.09915589574357564	17845	15465	13305	0	14764	14036	13523	0	14111	13666	13919	0	14705	16210	18070	0
137	F	0.12157755828520793	10518	10316	9563	0	9627	11155	8500	0	10044	11544	8430	0	10519	10575	9984	0
137	A	0.08891931738320041	7342	7894	7072	0	7278	7971	6709	0	7490	7762	6551	0	7766	7494	7667	0
137	<	0.06522156781862071	5544	5832	5766	0	5668	5824	5474	0	5936	5688	5530	0	6032	5378	5813	0
137	(	0.013841972988663794	6732	4814	622	0	799	4445	766	0	742	5321	918	0	636	6716	5989	0
137	#	5.6528248846518165e-05	0	0	0	67	0	0	0	67	0	0	0	78	0	0	0	84
138	7	0.044007870323702	4038	3916	4319	0	4186	4045	4143	0	4227	3764	4128	0	4195	3856	4124	0
138	,	0.10091689347494723	18450	15413	13642	0	15681	14384	13516	0	14156	13816	14222	0	14719	15909	17959	0
138	A	0.08961485357501779	7542	7829	7190	0	7227	8065	6837	0	7511	7944	6719	0	7786	7574	7690	0
138	K	0.5629618259517547	50311	50844	48718	0	40806	51400	40707	0	44047	51621	42370	0	47057	46844	46524	0
138	<	0.06670950823077322	5922	5912	6142	0	5838	6020	5748	0	6002	5861	5639	0	6238	5602	5766	0
138	F	0.12180101048052809	10960	10504	9421	0	9891	10830	8614	0	10095	11812	8389	0	10519	10849	10012	0
138	(	0.013935726962540742	6727	4787	582	0	828	4562	818	0	808	5323	798	0	666	6741	6000	0
138	#	5.2311000736172334e-05	0	0	0	73	0	0	0	81	0	0	0	59	0	0	0	61
139	7	0.04452915378498953	4309	3958	4347	0	4350	3905	4161	0	4255	3889	4137	0	4415	3767	4247	0
139	<	0.06727661463607917	5671	5906	5987	0	6108	5928	5661	0	6140	5950	5599	0	6294	5642	5865	0
139	A	0.09040847402179734	7543	7897	7062	0	7633	8330	6666	0	7637	7793	6390	0	7908	7581	7857	0
139	,	0.10273117640075476	18208	15505	13622	0	15864	14123	13187	0	14438	14217	14290	0	15230	16553	19037	0
139	K	0.5600440435977413	49121	49105	47976	0	42606	48401	41124	0	46674	49262	42780	0	48402	45153	44420	0
139	(	0.014135139561098563	6953	4984	554	0	747	4526	810	0	785	5337	768	0	626	6843	6211	0
139	F	0.12083722535259118	10732	10267	9033	0	10069	10936	8114	0	10127	11795	7981	0	10704	10587	9895	0
139	#	3.817264494821308e-05	0	0	0	53	0	0	0	41	0	0	0	54	0	0	0	52
140	A	0.09125881137816699	7458	8126	7153	0	7344	8239	6844	0	7464	7860	6533	0	8050	7392	7844	0
140	,	0.10442624411612787	18497	16062	13975	0	15762	14847	13449	0	14625	14350	14474	0	15161	16535	18988	0
140	<	0.06876476513454316	5811	6033	6201	0	6255	6141	5903	0	6304	5937	5732	0	6488	5659	5963	0
140	(	0.014359424279724753	6982	5112	665	0	890	4675	810	0	868	5474	800	0	685	6930	6163	0
140	K	0.5564785894696792	47183	50137	46629	0	40525	47746	39862	0	44398	46707	41439	0	45987	44203	46013	0
140	7	0.04399816898497923	3880	3893	4224	0	4120	4059	3967	0	4275	3733	3987	0	4215	3686	4193	0
140	F	0.1206928167006277	10664	10627	8980	0	9751	11252	8167	0	9904	11606	8034	0	10214	10584	10183	0
140	#	2.1179936151078964e-05	0	0	0	38	0	0	0	22	0	0	0	23	0	0	0	28
141	F	0.12102237845114043	10635	10646	8724	0	9867	11012	8206	0	9756	11380	7818	0	10440	10556	10007	0
141	A	0.0914209993204665	7385	8172	7149	0	7544	8297	6723	0	7576	7675	6536	0	8133	7514	7670	0
141	K	0.5518054173104243	44808	48445	44869	0	40622	46484	39011	0	43620	44244	40236	0	45391	42746	44668	0
141	<	0.06923803564279997	5872	5981	6048	0	6244	6192	5899	0	6352	6028	5767	0	6597	5728	6122	0
141	,	0.10741893039559225	19089	16674	14570	0	16611	15472	14303	0	15618	14752	15108	0	15946	17131	19722	0
141	7	0.04446681795806956	4155	3890	4085	0	4083	4031	4155	0	4096	3780	4139	0	4149	3800	4348	0
141	(	0.01460072019488479	7103	5187	659	0	840	4913	829	0	866	5535	906	0	678	6963	6449	0
141	#	2.6700726622131125e-05	0	0	0	41	0	0	0	28	0	0	0	36	0	0	0	35
142	K	0.5452462564606804	41611	50118	42249	0	40853	46710	36886	0	44739	41811	38581	0	45150	39751	45649	0
142	7	0.04505495950928853	4186	3936	4057	0	4157	4077	3965	0	4262	3769	4068	0	4234	3902	4222	0
142	A	0.09239671346690506	7492	8558	7025	0	7636	8248	6612	0	7937	8054	6455	0	7980	7595	8114	0
142	<	0.07018834790920153	5978	6303	6111	0	6246	6332	5790	0	6582	5966	5643	0	6499	5662	6196	0
142	,	0.10979987498501173	20019	16971	14380	0	16515	15166	14291	0	15368	15312	15138	0	16153	17462	19506	0
142	(	0.01485634809449364	7259	5268	609	0	812	4812	847	0	816	5889	857	0	702	7245	6292	0
142	F	0.12242947700156945	10518	11237	8427	0	9933	11606	7965	0	10254	11406	7685	0	10731	10222	10294	0
142	#	2.8022572849634496e-05	0	0	0	38	0	0	0	29	0	0	0	39	0	0	0	41
143	F	0.12277146885516592	11135	10931	8751	0	9645	11325	8157	0	9604	12005	7785	0	10195	11165	10522	0
143	<	0.0710177840339725	6125	6267	6238	0	6259	6178	5944	0	6568	6113	5877	0	6608	6093	6303	0
143	K	0.5386303507522109	43852	47744	43911	0	39093	44342	38585	0	42825	44846	40137	0	43327	43077	43830	0
143	A	0.09350234969409571	7810	8364	7336	0	7468	8285	6693	0	7755	8308	6772	0	8136	7945	8161	0
143	7	0.04569143974937613	4262	4095	4298	0	4179	4151	4103	0	4199	3892	4106	0	4276	3873	4521	0
143	,	0.11296751365429747	20973	17558	15047	0	16902	15587	14623	0	16043	15675	16075	0	16147	18196	20677	0
143	(	0.01537297224772854	7717	5406	711	0	879	4926	847	0	827	5962	912	0	689	7575	6811	0
143	#	4.612101315287439e-05	0	0	0	60	0	0	0	62	0	0	0	59	0	0	0	61
144	F	0.1271419186133804	11972	10660	9051	0	10431	11308	8286	0	10446	13426	8159	0	10596	12015	10527	0
144	<	0.07280313059463464	6569	6356	6321	0	6611	6379	6027	0	6684	6718	6026	0	6833	6209	6431	0
144	7	0.04596660424683499	4208	4072	4216	0	4133	4129	4088	0	4304	3998	4066	0	4254	4104	4271	0
144	K	0.5276348752327407	46395	44123	45806	0	39204	42591	39749	0	42654	46859	41774	0	43003	45152	41150	0
144	A	0.09558884613244742	8195	8336	7439	0	7904	8511	6740	0	7977	8745	6848	0	8238	8091	8263	0
144	,	0.1153383589300372	20972	17528	15241	0	17443	15970	14640	0	16249	15864	16325	0	16460	18533	20504	0
144	(	0.015476536164251804	7600	5415	661	0	878	4908	901	0	881	6062	912	0	634	7610	6787	0
144	#	4.97300856729338e-05	0	0	0	67	0	0	0	62	0	0	0	65	0	0	0	67
145	F	0.13706885630051582	12760	12111	10748	0	10902	12538	10038	0	11164	13977	9619	0	11408	12825	11668	0
145	A	0.0971315352044923	8277	8710	7997	0	8007	8650	7425	0	8107	8598	7311	0	8318	8271	8266	0
145	<	0.07354026262270252	6501	6539	6755	0	6588	6394	6468	0	6742	6606	6242	0	6668	6313	6436	0
145	K	0.5128986135388338	43242	44210	49854	0	37971	42614	43947	0	41077	43869	46352	0	42251	42973	42141	0
145	7	0.04618558861492006	4261	4143	4307	0	4026	4093	4142	0	4140	3908	4045	0	4141	3985	4400	0
145	,	0.11737243938102201	21292	18262	15841	0	17322	16083	15102	0	16321	16059	16579	0	16872	18825	21182	0
145	(	0.015767268847727414	7756	5608	695	0	859	5030	834	0	834	6035	900	0	754	7687	7045	0
145	#	3.5435489786101097e-05	0	0	0	49	0	0	0	47	0	0	0	41	0	0	0	49
146	F	0.5477705344210559	52593	50156	54819	0	42584	48761	47980	0	44314	53918	49680	0	45414	50121	45264	0
146	<	0.07393538275629025	6559	6513	6793	0	6630	6451	6420	0	6671	6631	6093	0	7101	6433	6486	0
146	,	0.12029121494102328	21901	18281	16253	0	18320	16749	15819	0	16858	16738	16945	0	17619	19329	21770	0
146	A	0.0999838472129204	8733	8816	8294	0	8255	8943	7534	0	8477	9199	7422	0	8997	8874	8424	0
146	K	0.09561268969048364	8112	8433	6069	0	6599	8332	5402	0	6356	8398	5002	0	7458	8324	8156	0
146	7	0.04629202105652942	4327	4163	4316	0	4149	4338	4033	0	4130	4038	4146	0	4319	4001	4418	0
146	(	0.016069165929505275	7803	5820	695	0	868	5264	896	0	912	6280	978	0	722	7775	7033	0
146	#	4.514399219180368e-05	0	0	0	70	0	0	0	53	0	0	0	53	0	0	0	61
147	F	0.5327993027560259	52240	51722	49224	0	45388	50099	42830	0	47601	52659	44150	0	49601	51303	47987	0
147	A	0.10978469011611718	9718	9572	9059	0	9571	9696	8117	0	10022	10458	7940	0	10418	9962	9509	0
147	,	0.12381565850586985	22360	18958	16080	0	18537	16932	15732	0	17199	16967	16776	0	18033	19869	22419	0
147	K	0.0927131833735653	7933	7941	5770	0	6221	8225	5314	0	6190	8316	4845	0	7065	8094	8131	0
147	7	0.04693959644109976	4289	4217	4260	0	4109	4243	4188	0	4253	3923	4098	0	4298	4075	4606	0
147	<	0.07747830349997124	6944	6814	7001	0	7366	6853	6626	0	7371	7149	6383	0	7646	6799	6891	0
147	(	0.016419173752177458	8186	5958	663	0	891	5266	923	0	908	6352	928	0	772	8223	7316	0
147	#	5.009155517327678e-05	0	0	0	67	0	0	0	61	0	0	0	67	0	0	0	68
148	F	0.49275679418304136	44391	53757	45239	0	42835	51831	39796	0	47772	46231	41898	0	48439	43920	49625	0
148	A	0.14257729932795116	13166	13708	12699	0	13975	13273	11564	0	14640	13474	11349	0	15278	12967	12902	0
148	,	0.12775650092813273	23008	19625	16620	0	19261	17587	16380	0	18103	17663	17829	0	18842	20484	23144	0
148	K	0.08962422239842907	7670	7996	5545	0	6216	8063	5085	0	6098	8130	4597	0	6888	8110	7742	0
148	7	0.047641545003964655	4449	4305	4471	0	4233	4378	4142	0	4237	4272	4078	0	4407	4107	4675	0
148	(	0.016807505192896987	8378	6022	684	0	930	5275	868	0	914	6693	900	0	773	8520	7398	0
148	<	0.08278795537345822	7317	7472	7761	0	8013	7341	7042	0	8398	7273	7184	0	8659	7036	7367	0
148	#	4.817759212583911e-05	0	0	0	67	0	0	0	51	0	0	0	71	0	0	0	64
149	F	0.07787560715527964	6852	6787	4503	0	4703	7403	4205	0	4789	7881	3954	0	5317	7008	6881	0
149	A	0.5545625388262391	53164	64205	57076	0	54659	62389	50687	0	63763	53895	57205	0	68615	56755	60986	0
149	7	0.048241536665201354	4409	4332	4486	0	4309	4464	4313	0	4311	4138	4253	0	4441	4179	4604	0
149	,	0.1301420314516573	23383	19860	17203	0	19335	17802	17125	0	18070	17553	18300	0	19200	20988	23676	0
149	K	0.08549492638744964	7294	7594	5422	0	6082	7747	4740	0	5838	7532	4467	0	6861	7502	7455	0
149	<	0.08647977780015836	7862	7831	8073	0	8447	7821	7549	0	9027	7930	7671	0	9535	7660	7800	0
149	(	0.017070884742304195	8340	6144	759	0	962	5599	959	0	925	6587	1025	0	731	8678	7496	0
149	#	0.00013269697171041446	0	0	0	194	0	0	0	169	0	0	0	168	0	0	0	166
150	<	0.08675545394226696	9682	8783	7422	0	7151	8521	6465	0	7332	9647	7160	0	8267	9880	8749	0
150	A	0.5384119929058495	68975	85559	67965	0	44858	74195	49763	0	51655	68636	81233	0	57260	69024	75420	0
150	,	0.17557908344762924	32480	27865	21978	0	24014	21880	22002	0	23351	23443	23122	0	25110	32792	32758	0
150	(	0.02568146441904366	15726	12683	630	0	946	7324	853	0	904	9398	922	0	737	17275	14282	0
150	K	0.049174461819453945	4759	5275	2380	0	2461	5239	1870	0	2413	5076	1754	0	2973	4730	5266	0
150	F	0.057213242871113415	5863	5862	2580	0	2455	6202	2091	0	2628	6491	1959	0	3207	6080	5753	0
150	7	0.05799228231338741	5846	5382	4598	0	4922	5264	4517	0	4806	5197	4235	0	5496	6105	6014	0
150	#	0.009192018281255888	0	0	0	11340	0	0	0	13165	0	0	0	13028	0	0	0	10761
